@relation CornellMovies_v2

@attribute positive_adjectives_count numeric
@attribute negative_adjectives_count numeric
@attribute positive_to_negative_ratio_of_adjectives_count numeric
@attribute positive_to_negative_ratio_of_adverbs_count numeric
@attribute positive_adverbs_count_and_bigrams_with_adverbs numeric
@attribute negative_adverbs_count_and_bigrams_with_adverbs numeric
@attribute positive_adjectives_count_and_bigrams_with_adjectives numeric
@attribute negative_adjectives_count_and_bigrams_with_adjectives numeric
@attribute positive_to_negative_ratio_of_adjectives_count_and_bigrams_with_adjectives numeric
@attribute positive_to_negative_ratio_of_adverbs_count_and_bigrams_with_adverbs numeric
@attribute selected_ngrams_count numeric
@attribute original_document_size numeric
@attribute positive_unigrams_and_bigrams_count numeric
@attribute negative_unigrams_and_bigrams_count numeric
@attribute percentage_of_negated_ngrams_by_document_size numeric
@attribute positive_to_negative_ratio_of_unigrams_and_bigrams_count numeric
@attribute positive_unigrams_bigrams_and_trigrams_count numeric
@attribute negative_unigrams_bigrams_and_trigrams_count numeric
@attribute positive_to_negative_ratio_of_unigrams_bigrams_and_trigrams_count numeric
@attribute positive_adjectives_sum numeric
@attribute negative_adjectives_sum numeric
@attribute positive_to_negative_ratio_of_adjectives_sum numeric
@attribute positive_to_negative_ratio_of_adverbs_sum numeric
@attribute sum_ratio_of_positive_adjectives numeric
@attribute sum_ratio_of_positive_adverbs numeric
@attribute sum_ratio_of_negative_adjectives numeric
@attribute sum_ratio_of_negative_adverbs numeric
@attribute positive_adverbs_sum_and_bigrams_with_adverbs numeric
@attribute negative_adverbs_sum_and_bigrams_with_adverbs numeric
@attribute positive_adjectives_sum_and_bigrams_with_adjectives numeric
@attribute negative_adjectives_sum_and_bigrams_with_adjectives numeric
@attribute positive_to_negative_ratio_of_adjectives_sum_and_bigrams_with_adjectives numeric
@attribute positive_to_negative_ratio_of_adverbs_sum_and_bigrams_with_adverbs numeric
@attribute sum_ratio_of_positive_adjectives_and_bigrams_with_adjectives numeric
@attribute sum_ratio_of_negative_adjectives_and_bigrams_with_adjectives numeric
@attribute sum_ratio_of_positive_adverbs_and_bigrams_with_adverbs numeric
@attribute sum_ratio_of_negative_adverbs_and_bigrams_with_adverbs numeric
@attribute positive_unigrams_and_bigrams_sum numeric
@attribute negative_unigrams_and_bigrams_sum numeric
@attribute sum_ratio_of_positive_unigrams_and_bigrams numeric
@attribute sum_ratio_of_negative_unigrams_and_bigrams numeric
@attribute positive_to_negative_ratio_of_unigrams_and_bigrams_sum numeric
@attribute positive_unigrams_bigrams_and_trigrams_sum numeric
@attribute negative_unigrams_bigrams_and_trigrams_sum numeric
@attribute sum_ratio_of_positive_unigrams_bigrams_and_trigrams numeric
@attribute sum_ratio_of_negative_unigrams_bigrams_and_trigrams numeric
@attribute positive_to_negative_ratio_of_unigrams_bigrams_and_trigrams_sum numeric
@attribute max_rule_for_adjective numeric
@attribute max_rule_for_adverbs_and_bigrams_with_adverbs numeric
@attribute max_rule_for_adjective_and_bigrams_with_adjectives numeric
@attribute max_rule_for_unigrams_and_bigrams numeric
@attribute max_rule_for_unigrams_bigrams_and_trigrams numeric
@attribute polarity {positive,negative}

@data
49,13,36,3,8,3,55,17,38,5,83,763,63,20,0.005242,43,63,20,43,9.4488,-5.82481,3.62399,0.045364,0.012384,0.00045,-0.007634,-0.00039,0.988754,-0.297683,11.430948,-6.752355,4.678593,0.691072,0.014982,-0.00885,0.001296,-0.00039,12.419702,-7.050038,0.016277,-0.00924,5.369664,12.419702,-7.050038,0.016277,-0.00924,19.469739,0,1,0,0,0,negative
44,28,16,3,8,5,48,33,15,3,94,963,56,38,0.002077,18,56,38,18,11.86436,-10.824555,1.039805,-0.077698,0.01232,0.000803,-0.01124,-0.000883,0.773013,-0.85071,14.00975,-15.28894,-1.27919,-0.077698,0.014548,-0.015876,0.000803,-0.000883,14.782763,-16.13965,0.015351,-0.01676,-1.356888,14.782763,-16.13965,0.015351,-0.01676,30.922413,0,0,0,0,0,negative
18,10,8,1,2,4,22,14,8,-2,42,483,24,18,0.012422,6,24,18,6,5.098445,-3.656325,1.44212,0.31465,0.010556,0.000809,-0.00757,-0.000158,0.39079,-1.272782,6.113725,-5.125265,0.98846,-0.881992,0.012658,-0.010611,0.000809,-0.002635,6.504515,-6.398047,0.013467,-0.013246,0.106468,6.504515,-6.398047,0.013467,-0.013246,12.902562,1,0,0,0,0,negative
75,29,46,6,7,0,84,37,47,7,128,1571,91,37,0.00191,54,91,37,54,18.142878,-9.731743,8.411135,0.74406,0.011549,0.000474,-0.006195,0,0.90645,0,20.491677,-13.726766,6.764911,0.90645,0.013044,-0.008738,0.000577,0,21.398127,-13.726766,0.013621,-0.008738,7.671361,21.398127,-13.726766,0.013621,-0.008738,35.124893,0,1,0,0,0,positive
44,17,27,2,4,1,50,20,30,3,75,753,54,21,0.002656,33,54,21,33,10.05784,-7.86606,2.19178,-0.001352,0.013357,0.000549,-0.010446,-0.000551,0.519754,-0.415125,11.028408,-9.25011,1.778298,0.104629,0.014646,-0.012284,0.00069,-0.000551,11.548162,-9.665235,0.015336,-0.012836,1.882927,11.548162,-9.665235,0.015336,-0.012836,21.213397,0,0,0,0,0,negative
62,28,34,1,3,2,72,33,39,1,110,1340,75,35,0.001493,40,75,35,40,14.880995,-13.54689,1.334105,0.018245,0.011105,0.000062,-0.01011,-0.000048,0.08252,-0.064275,18.781524,-15.2827,3.498824,0.018245,0.014016,-0.011405,0.000062,-0.000048,18.864044,-15.346975,0.014078,-0.011453,3.517069,18.864044,-15.346975,0.014078,-0.011453,34.211019,0,0,1,1,1,negative
41,27,14,3,4,2,44,28,16,2,78,880,48,30,0.001136,18,48,30,18,9.676055,-9.108165,0.56789,0.426372,0.010996,0.000546,-0.01035,-0.000062,0.480732,-0.358965,10.627206,-9.9783,0.648906,0.121767,0.012076,-0.011339,0.000546,-0.000408,11.107938,-10.337265,0.012623,-0.011747,0.770673,11.107938,-10.337265,0.012623,-0.011747,21.445203,0,0,0,0,0,positive
41,21,20,3,5,2,49,32,17,3,88,901,54,34,0.006659,20,54,34,20,8.25728,-7.34386,0.91342,0.72335,0.009165,0.001275,-0.008151,-0.000472,1.14839,-0.42504,11.264114,-13.046078,-1.781964,0.72335,0.012502,-0.01448,0.001275,-0.000472,12.412504,-13.471118,0.013776,-0.014951,-1.058614,12.412504,-13.471118,0.013776,-0.014951,25.883622,0,1,0,0,0,negative
41,15,26,-4,3,8,46,19,27,-5,76,962,49,27,0.003119,22,49,27,22,8.601157,-7.654095,0.947062,-0.521775,0.008941,0.000773,-0.007956,-0.001316,0.74406,-1.390795,9.88708,-8.759355,1.127725,-0.646735,0.010278,-0.009105,0.000773,-0.001446,10.63114,-10.15015,0.011051,-0.010551,0.48099,10.63114,-10.15015,0.011051,-0.010551,20.78129,0,0,0,0,0,negative
33,28,5,2,5,3,37,35,2,2,80,724,42,38,0.004144,4,42,38,4,8.91065,-12.5361,-3.62545,-0.159362,0.012308,0.000204,-0.017315,-0.000424,0.249362,-0.41644,10.22831,-15.92763,-5.69932,-0.167078,0.014128,-0.021999,0.000344,-0.000575,10.477672,-16.34407,0.014472,-0.022575,-5.866398,10.477672,-16.34407,0.014472,-0.022575,26.821742,0,0,0,0,0,negative
32,29,3,2,5,3,38,42,-4,2,88,891,43,45,0.003367,-2,43,45,-2,8.80673,-9.438565,-0.631835,-0.72264,0.009884,0.001017,-0.010593,-0.001828,0.90645,-1.62909,10.449639,-15.553181,-5.103543,-0.72264,0.011728,-0.017456,0.001017,-0.001828,11.356089,-17.182271,0.012745,-0.019284,-5.826183,11.356089,-17.182271,0.012745,-0.019284,28.53836,0,0,0,0,0,negative
25,15,10,7,11,4,30,19,11,7,64,902,41,23,0,18,41,23,18,7.68748,-4.55976,3.12772,0.101585,0.008523,0.000971,-0.005055,-0.000859,0.876155,-0.77457,8.91851,-6.694875,2.223635,0.101585,0.009887,-0.007422,0.000971,-0.000859,9.794665,-7.469445,0.010859,-0.008281,2.32522,9.794665,-7.469445,0.010859,-0.008281,17.26411,1,0,0,0,0,negative
32,28,4,3,6,2,37,32,5,4,77,1298,43,34,0.002311,9,43,34,9,7.75844,-11.939895,-4.181455,0.138142,0.005977,0.000496,-0.009199,-0.000389,1.084974,-0.505245,9.102395,-14.477485,-5.37509,0.579729,0.007013,-0.011154,0.000836,-0.000389,10.187369,-14.98273,0.007849,-0.011543,-4.795361,10.187369,-14.98273,0.007849,-0.011543,25.170099,0,1,0,0,0,negative
30,19,11,1,2,1,34,25,9,1,62,719,36,26,0.001391,10,36,26,10,6.90219,-4.955585,1.946605,0.081195,0.0096,0.000113,-0.006892,0,0.16239,-0.10921,7.7146,-8.585483,-0.870883,0.05318,0.01073,-0.011941,0.000226,-0.000152,7.87699,-8.694693,0.010955,-0.012093,-0.817703,7.87699,-8.694693,0.010955,-0.012093,16.571683,0,0,0,0,0,negative
35,29,6,8,12,1,39,34,5,11,86,936,51,35,0.001068,16,51,35,16,11.57946,-14.18532,-2.60586,0.621297,0.012371,0.00076,-0.015155,-0.000096,0.845919,-0.09012,12.43208,-16.74419,-4.31211,0.755799,0.013282,-0.017889,0.000904,-0.000096,13.277999,-16.83431,0.014186,-0.017985,-3.556311,13.277999,-16.83431,0.014186,-0.017985,30.112309,0,1,0,0,0,negative
44,14,30,-1,1,2,49,26,23,-1,78,767,50,28,0.003911,22,50,28,22,11.02846,-5.83917,5.18929,-0.44435,0.014379,0.000054,-0.007613,-0.000633,0.04126,-0.48561,13.463268,-10.693088,2.77018,-0.44435,0.017553,-0.013941,0.000054,-0.000633,13.504528,-11.178698,0.017607,-0.014575,2.32583,13.504528,-11.178698,0.017607,-0.014575,24.683226,1,0,0,0,0,negative
14,18,-4,4,4,0,17,19,-2,4,40,637,21,19,0,2,21,19,2,3.65887,-9.733515,-6.074645,0.334353,0.005744,0.000525,-0.01528,0,0.334353,0,4.779778,-10.41237,-5.632593,0.334353,0.007504,-0.016346,0.000525,0,5.11413,-10.41237,0.008028,-0.016346,-5.29824,5.11413,-10.41237,0.008028,-0.016346,15.5265,0,1,0,0,0,negative
39,23,16,3,5,2,41,30,11,3,78,823,46,32,0.00486,14,46,32,14,11.14508,-7.44179,3.70329,0.86327,0.013542,0.001115,-0.009042,-0.000066,1.00676,-0.47184,11.395205,-10.40292,0.992285,0.53492,0.013846,-0.01264,0.001223,-0.000573,12.401965,-10.87476,0.015069,-0.013214,1.527205,12.401965,-10.87476,0.015069,-0.013214,23.276725,0,0,0,0,0,negative
35,14,21,6,8,1,37,15,22,7,61,811,45,16,0,29,45,16,29,7.73485,-4.41867,3.31618,0.712883,0.009537,0.00099,-0.005448,-0.000111,0.814791,-0.09012,8.4801,-4.662495,3.817605,0.724671,0.010456,-0.005749,0.001005,-0.000111,9.294891,-4.752615,0.011461,-0.00586,4.542276,9.294891,-4.752615,0.011461,-0.00586,14.047506,0,1,0,0,0,negative
81,30,51,5,16,10,89,36,53,6,151,1786,105,46,0,59,105,46,59,17.251815,-12.294368,4.957448,-0.930481,0.009659,0.000586,-0.006884,-0.001107,1.112018,-1.977368,20.515471,-14.949585,5.565886,-0.865349,0.011487,-0.00837,0.000623,-0.001107,21.62749,-16.926953,0.012109,-0.009478,4.700537,21.62749,-16.926953,0.012109,-0.009478,38.554442,0,0,0,0,0,negative
22,9,13,-2,0,2,28,14,14,-2,44,483,28,16,0,12,28,16,12,6.46419,-3.81756,2.64663,-0.43125,0.013383,0,-0.007904,-0.000893,0,-0.43125,8.290496,-6.3576,1.932896,-0.43125,0.017165,-0.013163,0,-0.000893,8.290496,-6.78885,0.017165,-0.014056,1.501646,8.290496,-6.78885,0.017165,-0.014056,15.079346,0,0,0,0,0,negative
15,9,6,2,5,2,23,10,13,3,40,501,28,12,0,16,28,12,16,2.72809,-3.530355,-0.802265,0.579017,0.005445,0.00139,-0.007047,-0.000234,0.818397,-0.1173,6.137331,-4.531725,1.605606,0.701097,0.01225,-0.009045,0.001634,-0.000234,6.955728,-4.649025,0.013884,-0.009279,2.306703,6.955728,-4.649025,0.013884,-0.009279,11.604753,0,1,0,0,0,negative
24,14,10,0,1,1,30,18,12,0,50,469,31,19,0.010661,12,31,19,12,5.865234,-5.007405,0.857829,-0.024335,0.012506,0.000833,-0.010677,-0.000885,0.39079,-0.415125,7.121754,-6.817554,0.3042,-0.024335,0.015185,-0.014536,0.000833,-0.000885,7.512544,-7.232679,0.016018,-0.015421,0.279865,7.512544,-7.232679,0.016018,-0.015421,14.745224,0,0,0,0,0,negative
32,12,20,0,4,4,33,16,17,0,57,723,37,20,0.004149,17,37,20,17,9.159882,-4.44147,4.718412,-0.552825,0.012669,0.000742,-0.006143,-0.001506,0.536295,-1.08912,9.462427,-6.165782,3.296645,-0.552825,0.013088,-0.008528,0.000742,-0.001506,9.998722,-7.254902,0.013829,-0.010034,2.74382,9.998722,-7.254902,0.013829,-0.010034,17.253623,0,0,0,0,0,negative
18,15,3,0,0,0,23,17,6,0,40,476,23,17,0.002101,6,23,17,6,6.151583,-6.54579,-0.394207,0,0.012923,0,-0.013752,0,0,0,7.253349,-9.06851,-1.815161,0,0.015238,-0.019051,0,0,7.253349,-9.06851,0.015238,-0.019051,-1.815161,7.253349,-9.06851,0.015238,-0.019051,16.321859,0,-1,0,0,0,positive
22,14,8,2,4,2,25,18,7,2,49,630,29,20,0.006349,9,29,20,9,5.87536,-5.937315,-0.061955,0.328935,0.009326,0.001181,-0.009424,-0.000659,0.74406,-0.415125,7.18158,-6.955275,0.226305,0.328935,0.011399,-0.01104,0.001181,-0.000659,7.92564,-7.3704,0.01258,-0.011699,0.55524,7.92564,-7.3704,0.01258,-0.011699,15.29604,0,1,0,0,0,positive
27,22,5,-1,4,4,30,25,5,0,63,699,34,29,0,5,34,29,5,7.48532,-9.63828,-2.15296,0.01075,0.010709,0.001123,-0.013789,-0.001108,0.9074,-0.77457,8.841288,-11.43471,-2.593423,0.13283,0.012648,-0.016359,0.001298,-0.001108,9.748688,-12.20928,0.013947,-0.017467,-2.460593,9.748688,-12.20928,0.013947,-0.017467,21.957968,0,0,0,0,0,negative
24,11,13,5,5,0,28,17,11,5,50,489,33,17,0,16,33,17,16,6.893877,-4.881465,2.012412,0.746227,0.014098,0.001526,-0.009983,0,0.746227,0,9.20502,-7.48401,1.72101,0.746227,0.018824,-0.015305,0.001526,0,9.951247,-7.48401,0.02035,-0.015305,2.467237,9.951247,-7.48401,0.02035,-0.015305,17.435257,0,1,1,1,1,positive
33,7,26,1,2,1,41,9,32,1,53,844,43,10,0,33,43,10,33,13.10251,-2.46885,10.63366,0.31281,0.015524,0.000882,-0.002925,-0.000511,0.74406,-0.43125,15.498615,-3.960525,11.53809,0.31281,0.018363,-0.004693,0.000882,-0.000511,16.242675,-4.391775,0.019245,-0.005204,11.8509,16.242675,-4.391775,0.019245,-0.005204,20.63445,1,0,0,0,0,positive
28,20,8,5,8,3,28,22,6,5,61,608,36,25,0,11,36,25,11,8.91326,-8.008485,0.904775,0.278635,0.01466,0.001379,-0.013172,-0.00092,0.83824,-0.559605,8.91326,-9.022275,-0.109015,0.278635,0.01466,-0.014839,0.001379,-0.00092,9.7515,-9.58188,0.016039,-0.01576,0.16962,9.7515,-9.58188,0.016039,-0.01576,19.33338,0,0,0,0,0,negative
43,9,34,2,10,5,51,11,40,5,77,785,61,16,0,45,61,16,45,11.825272,-2.69061,9.134662,0.486847,0.015064,0.000702,-0.003428,-0.000082,1.125609,-0.140415,15.739216,-2.775782,12.963434,0.985194,0.02005,-0.003536,0.001434,-0.000179,16.864825,-2.916197,0.021484,-0.003715,13.948628,16.864825,-2.916197,0.021484,-0.003715,19.781021,0,1,0,0,0,positive
37,22,15,1,3,2,39,27,12,1,71,558,42,29,0,13,42,29,13,8.56936,-4.753515,3.815845,-0.9276,0.015357,0.00024,-0.008519,-0.001902,0.13374,-1.06134,9.48698,-6.026783,3.460198,-0.9276,0.017002,-0.010801,0.00024,-0.001902,9.62072,-7.088123,0.017241,-0.012703,2.532598,9.62072,-7.088123,0.017241,-0.012703,16.708843,0,0,0,0,0,positive
29,25,4,-1,4,4,34,29,5,0,71,610,38,33,0.006557,5,38,33,5,8.64155,-9.74547,-1.10392,0.090145,0.014166,0.000976,-0.015976,-0.000828,0.66414,-0.505245,9.839672,-10.38464,-0.544968,0.158895,0.016131,-0.017024,0.001089,-0.000828,10.503812,-10.889885,0.017219,-0.017852,-0.386073,10.503812,-10.889885,0.017219,-0.017852,21.393697,0,1,0,0,0,positive
22,13,9,4,5,2,32,23,9,3,62,713,37,25,0.01683,12,37,25,12,5.819635,-6.63741,-0.817775,0.476003,0.008162,0.000744,-0.009309,-0.000076,0.530363,-0.526853,7.655353,-10.205485,-2.550132,0.00351,0.010737,-0.014313,0.000744,-0.000739,8.185717,-10.732338,0.011481,-0.015052,-2.546622,8.185717,-10.732338,0.011481,-0.015052,18.918055,0,0,0,0,0,negative
22,22,0,3,5,1,29,30,-1,4,65,662,34,31,0.007553,3,34,31,3,4.381815,-8.90156,-4.519745,0.032325,0.006619,0.000676,-0.013446,-0.000627,0.896859,-0.415125,7.696668,-11.935195,-4.238528,0.481734,0.011626,-0.018029,0.001355,-0.000627,8.593526,-12.35032,0.012981,-0.018656,-3.756794,8.593526,-12.35032,0.012981,-0.018656,20.943846,0,1,0,0,0,positive
43,13,30,2,4,4,62,38,24,0,108,1057,66,42,0.017975,24,66,42,24,9.755073,-3.149495,6.605578,-0.25037,0.009229,0.000708,-0.00298,-0.000945,0.74863,-1.700285,15.161432,-11.118594,4.042838,-0.951655,0.014344,-0.010519,0.000708,-0.001609,15.910062,-12.818879,0.015052,-0.012128,3.091183,15.910062,-12.818879,0.015052,-0.012128,28.728941,1,0,0,0,0,positive
33,23,10,1,3,2,37,30,7,1,72,824,40,32,0.003641,8,40,32,8,8.318695,-4.695435,3.62326,0.15832,0.010096,0.000367,-0.005698,-0.000175,0.3028,-0.14448,9.097095,-8.512716,0.58438,0.15832,0.01104,-0.010331,0.000367,-0.000175,9.399895,-8.657196,0.011408,-0.010506,0.7427,9.399895,-8.657196,0.011408,-0.010506,18.057091,1,1,0,0,0,negative
19,22,-3,0,2,2,34,38,-4,0,76,755,36,40,0.010596,-4,36,40,-4,3.91692,-6.391194,-2.474274,0.27643,0.005188,0.000733,-0.008465,-0.000367,0.55318,-0.27675,9.174056,-14.916163,-5.742107,0.27643,0.012151,-0.019757,0.000733,-0.000367,9.727236,-15.192913,0.012884,-0.020123,-5.465677,9.727236,-15.192913,0.012884,-0.020123,24.920149,0,1,0,0,0,positive
34,14,20,1,2,1,37,14,23,1,54,522,39,15,0,24,39,15,24,8.76683,-5.73279,3.03404,-0.17047,0.016795,0.0005,-0.010982,-0.000826,0.26078,-0.43125,10.96452,-5.73279,5.23173,-0.17047,0.021005,-0.010982,0.0005,-0.000826,11.2253,-6.16404,0.021504,-0.011809,5.06126,11.2253,-6.16404,0.021504,-0.011809,17.38934,0,0,0,0,0,positive
29,7,22,1,5,1,33,8,25,4,47,571,38,9,0.001751,29,38,9,29,4.236202,-2.68599,1.550212,-0.54757,0.007419,0.000145,-0.004704,-0.001103,0.43579,-0.63009,4.95372,-2.929815,2.023905,-0.1943,0.008676,-0.005131,0.000763,-0.001103,5.38951,-3.559905,0.009439,-0.006235,1.829605,5.38951,-3.559905,0.009439,-0.006235,8.949415,0,0,0,0,0,positive
23,9,14,-6,3,9,27,13,14,-6,52,535,30,22,0.007477,8,30,22,8,6.18553,-2.26419,3.92134,0.03832,0.011562,0.001148,-0.004232,-0.001076,0.61405,-0.57573,7.690531,-3.255759,4.434772,0.03832,0.014375,-0.006086,0.001148,-0.001076,8.304581,-3.831489,0.015523,-0.007162,4.473092,8.304581,-3.831489,0.015523,-0.007162,12.13607,0,0,0,0,0,positive
21,14,7,5,6,0,28,19,9,6,53,544,34,19,0.005515,15,34,19,15,7.07575,-3.7371,3.33865,0.44745,0.013007,0.000823,-0.00687,0,0.60984,0,10.160795,-6.70833,3.452465,0.60984,0.018678,-0.012331,0.001121,0,10.770635,-6.70833,0.019799,-0.012331,4.062305,10.770635,-6.70833,0.019799,-0.012331,17.478965,0,1,0,0,0,positive
37,14,23,1,1,0,41,17,24,1,59,609,42,17,0,25,42,17,25,9.03184,-2.62947,6.40237,0.35327,0.014831,0.00058,-0.004318,0,0.35327,0,10.32828,-4.080975,6.247305,0.35327,0.016959,-0.006701,0.00058,0,10.68155,-4.080975,0.017539,-0.006701,6.600575,10.68155,-4.080975,0.017539,-0.006701,14.762525,1,1,0,0,0,positive
44,19,25,1,4,3,47,24,23,1,78,822,51,27,0.002433,24,51,27,24,13.67564,-6.955785,6.719855,0.163105,0.016637,0.000813,-0.008462,-0.000615,0.66835,-0.505245,15.21314,-9.791215,5.421925,0.163105,0.018507,-0.011911,0.000813,-0.000615,15.88149,-10.29646,0.019321,-0.012526,5.58503,15.88149,-10.29646,0.019321,-0.012526,26.17795,0,0,0,0,0,positive
29,15,14,1,4,3,31,21,10,1,59,587,35,24,0.001704,11,35,24,11,11.98381,-8.457615,3.526195,0.335395,0.020415,0.002013,-0.014408,-0.001442,1.18177,-0.846375,13.22393,-11.78091,1.44302,0.335395,0.022528,-0.02007,0.002013,-0.001442,14.4057,-12.627285,0.024541,-0.021512,1.778415,14.4057,-12.627285,0.024541,-0.021512,27.032985,0,0,0,0,0,positive
28,17,11,3,4,0,33,20,13,4,57,520,37,20,0.005769,17,37,20,17,11.32935,-8.332395,2.996955,0.456175,0.021787,0.000877,-0.016024,0,0.578255,0,14.41294,-9.20248,5.21046,0.578255,0.027717,-0.017697,0.001112,0,14.991195,-9.20248,0.028829,-0.017697,5.788715,14.991195,-9.20248,0.028829,-0.017697,24.193675,0,1,1,1,1,positive
34,14,20,0,2,2,38,16,22,0,58,619,40,18,0,22,40,18,22,10.37439,-3.61338,6.76101,0.101895,0.01676,0.000768,-0.005837,-0.000603,0.47535,-0.373455,11.918398,-4.190119,7.728279,0.101895,0.019254,-0.006769,0.000768,-0.000603,12.393748,-4.563574,0.020022,-0.007372,7.830174,12.393748,-4.563574,0.020022,-0.007372,16.957321,0,1,0,0,0,positive
27,12,15,1,4,1,32,13,19,3,50,618,36,14,0,22,36,14,22,8.48365,-4.999245,3.484405,0.20888,0.013728,0.000461,-0.008089,-0.000123,0.76037,-0.07614,11.78393,-5.228085,6.555845,0.68423,0.019068,-0.00846,0.00123,-0.000123,12.5443,-5.304225,0.020298,-0.008583,7.240075,12.5443,-5.304225,0.020298,-0.008583,17.848525,0,1,1,1,1,positive
23,10,13,-2,2,3,24,15,9,-1,44,516,26,18,0,8,26,18,8,7.79308,-4.63164,3.16144,0.050915,0.015103,0.000379,-0.008976,-0.00028,0.39079,-0.14448,8.25817,-7.266435,0.991735,0.24631,0.016004,-0.014082,0.000757,-0.00028,8.64896,-7.410915,0.016762,-0.014362,1.238045,8.64896,-7.410915,0.016762,-0.014362,16.059875,0,1,0,0,0,positive
41,16,25,3,4,2,47,21,26,2,74,853,51,23,0.005862,28,51,23,28,12.674858,-5.69124,6.983618,-0.247483,0.014859,0.000449,-0.006672,-0.000739,0.382607,-0.999827,14.580228,-9.642228,4.938,-0.61722,0.017093,-0.011304,0.000449,-0.001172,14.962835,-10.642055,0.017541,-0.012476,4.32078,14.962835,-10.642055,0.017541,-0.012476,25.604889,0,0,0,0,0,positive
22,15,7,-1,1,2,27,19,8,-1,49,542,28,21,0,7,28,21,7,7.47553,-5.23233,2.2432,0.30067,0.013792,0.000721,-0.009654,-0.000166,0.39079,-0.09012,9.933294,-6.784144,3.14915,0.30067,0.018327,-0.012517,0.000721,-0.000166,10.324084,-6.874264,0.019048,-0.012683,3.44982,10.324084,-6.874264,0.019048,-0.012683,17.198348,0,1,0,0,0,positive
27,29,-2,1,2,1,29,33,-4,1,65,593,31,34,0.001686,-3,31,34,-3,8.92634,-7.986428,0.939913,0.4613,0.015053,0.00087,-0.013468,-0.000092,0.51566,-0.05436,10.27144,-9.983965,0.287475,0.4613,0.017321,-0.016836,0.00087,-0.000092,10.7871,-10.038325,0.018191,-0.016928,0.748775,10.7871,-10.038325,0.018191,-0.016928,20.825425,0,1,1,1,1,negative
18,21,-3,2,3,0,21,24,-3,3,49,525,24,24,0,0,24,25,-1,5.00073,-7.18179,-2.18106,0.37203,0.009525,0.000709,-0.01368,0,0.548665,0,6.441528,-9.202831,-2.761303,0.548665,0.01227,-0.017529,0.001045,0,6.990193,-9.202831,0.013315,-0.017529,-2.212638,6.990193,-9.757436,0.013315,-0.018586,16.747628,1,1,0,0,1,negative
30,18,12,3,7,7,34,31,3,0,79,661,41,38,0.016641,3,41,38,3,8.89071,-6.567863,2.322848,0.778933,0.01345,0.001486,-0.009936,-0.000307,1.333293,-1.692333,10.74573,-10.952065,-0.206335,-0.35904,0.016257,-0.016569,0.002017,-0.00256,12.079023,-12.644398,0.018274,-0.019129,-0.565375,12.079023,-12.644398,0.018274,-0.019129,24.72342,0,0,0,0,0,negative
21,12,9,2,4,1,26,15,11,3,46,499,30,16,0.004008,14,30,16,14,4.08903,-4.70892,-0.61989,0.099725,0.008194,0.001463,-0.009437,-0.001263,0.90645,-0.63009,6.717883,-6.094258,0.623625,0.27636,0.013463,-0.012213,0.001817,-0.001263,7.624333,-6.724348,0.015279,-0.013476,0.899985,7.624333,-6.724348,0.015279,-0.013476,14.34868,0,0,0,0,0,negative
19,16,3,-2,2,4,21,19,2,-2,46,546,23,23,0.001832,0,23,23,0,6.65323,-7.111455,-0.458225,0.356625,0.012185,0.001363,-0.013025,-0.00071,0.74406,-0.387435,6.8633,-9.45921,-2.59591,0.356625,0.01257,-0.017325,0.001363,-0.00071,7.60736,-9.846645,0.013933,-0.018034,-2.239285,7.60736,-9.846645,0.013933,-0.018034,17.454005,0,1,0,0,0,negative
37,18,19,3,8,4,40,22,18,4,74,978,48,26,0,22,48,26,22,10.7301,-4.943475,5.786625,0.039537,0.010971,0.000567,-0.005055,-0.000527,0.59539,-0.51516,11.611671,-7.171095,4.440576,0.08023,0.011873,-0.007332,0.000609,-0.000527,12.207061,-7.686255,0.012482,-0.007859,4.520806,12.207061,-7.686255,0.012482,-0.007859,19.893316,0,0,0,0,0,negative
22,9,13,5,6,0,26,13,13,6,45,492,32,13,0.002033,19,32,13,19,6.494587,-5.585895,0.908692,0.708823,0.0132,0.001441,-0.011353,0,0.984143,0,7.827566,-7.623495,0.204071,0.984143,0.01591,-0.015495,0.002,0,8.811709,-7.623495,0.01791,-0.015495,1.188214,8.811709,-7.623495,0.01791,-0.015495,16.435204,0,1,0,0,0,negative
26,11,15,2,4,4,33,15,18,0,56,678,37,19,0.0059,18,37,19,18,7.55862,-1.811603,5.747018,0.501883,0.011148,0.000953,-0.002672,-0.000213,0.646363,-0.964263,11.580993,-3.34171,8.239283,-0.3179,0.017081,-0.004929,0.000953,-0.001422,12.227355,-4.305973,0.018034,-0.006351,7.921383,12.227355,-4.305973,0.018034,-0.006351,16.533327,1,0,1,1,1,negative
18,17,1,-1,2,4,19,23,-4,-2,48,612,21,27,0.009804,-6,21,27,-6,5.558645,-7.05561,-1.496965,-0.337565,0.009083,0.000639,-0.011529,-0.00119,0.39079,-1.187095,6.01732,-8.454803,-2.437483,-0.796305,0.009832,-0.013815,0.000639,-0.00194,6.40811,-9.641898,0.010471,-0.015755,-3.233788,6.40811,-9.641898,0.010471,-0.015755,16.050008,0,0,0,0,0,negative
